xml_id,div_type,chapter,text_preview,text_full,category_primary,category_secondary,cultural_markers,notes
p00432,chapter,3,"“I early found that I had not the literary ability to give me such a place among English authors as I should have desired; but I thought that I had an opportunity of gaining a knowledge of many of the distinguished men of the age, and that I might do some good by keeping a record of my interviews with them.” He had known them all, two whole generations, Wordsworth, Coleridge, De Quincey, Lamb; Mme de Staël, Goethe, Schiller; Carlyle, G.H.","“I early found that I had not the literary ability to give me such a place among English authors as I should have desired; but I thought that I had an opportunity of gaining a knowledge of many of the distinguished men of the age, and that I might do some good by keeping a record of my interviews with them.” He had known them all, two whole generations, Wordsworth, Coleridge, De Quincey, Lamb; Mme de Staël, Goethe, Schiller; Carlyle, G.H.",,,,
p00433,chapter,3,"Lewes, Tennyson, Clough, Bagehot.","Lewes, Tennyson, Clough, Bagehot.",,,,
p00434,chapter,3,Roland read through 1857 and embarked on 1858.,Roland read through 1857 and embarked on 1858.,,,,
p00435,chapter,3,In the February of that year Robinson wrote:,In the February of that year Robinson wrote:,,,,
p00436,chapter,3,Were this my last hour (and that of an octogenarian cannot be far of!) I would thank God for permitting me to behold so much of the excellence conferred on individuals.,Were this my last hour (and that of an octogenarian cannot be far of!) I would thank God for permitting me to behold so much of the excellence conferred on individuals.,,,,
p00437,chapter,3,"Of women, I saw the type of her heroic greatness in Mrs Siddons; of her fascinations, in Mrs Jordan and Mlle Mars; I listened with rapture to the dreamy monologues of Coleridge-“that old man eloquent”; I travelled with Wordsworth, the greatest of our lyricophilosophical poets; I relished the wit and pathos of Charles Lamb; I conversed freely with Goethe at his own table, beyond all competition the supreme genius of his age and country.","Of women, I saw the type of her heroic greatness in Mrs Siddons; of her fascinations, in Mrs Jordan and Mlle Mars; I listened with rapture to the dreamy monologues of Coleridge-“that old man eloquent”; I travelled with Wordsworth, the greatest of our lyricophilosophical poets; I relished the wit and pathos of Charles Lamb; I conversed freely with Goethe at his own table, beyond all competition the supreme genius of his age and country.",,,,
p00438,chapter,3,"He acknowledges his obligations only to Shakespeare, Spinoza and Linnaeus, as Wordsworth, when he resolved to be a poet, feared competition only with Chaucer, Spenser, Shakespeare and Milton.","He acknowledges his obligations only to Shakespeare, Spinoza and Linnaeus, as Wordsworth, when he resolved to be a poet, feared competition only with Chaucer, Spenser, Shakespeare and Milton.",,,,
p00439,chapter,3,"In June, Roland found what he had been looking for.","In June, Roland found what he had been looking for.",,,,
p00440,chapter,3,"My breakfast party went off very well indeed, as far as talk was concerned.","My breakfast party went off very well indeed, as far as talk was concerned.",,,,
p00441,chapter,3,"I had with me Bagehot, Ash, Mrs Jameson, Professor Spear, Miss LaMotte and her friend Miss Glover, the last somewhat taciturn.","I had with me Bagehot, Ash, Mrs Jameson, Professor Spear, Miss LaMotte and her friend Miss Glover, the last somewhat taciturn.",,,,
p00442,chapter,3,"Ash had never met Miss LaMotte, who indeed came out exceptionally to please me and to speak to her dear Father, whose Mythologies I have had some hand in bringing before the English public.","Ash had never met Miss LaMotte, who indeed came out exceptionally to please me and to speak to her dear Father, whose Mythologies I have had some hand in bringing before the English public.",,,,
p00443,chapter,3,"Discussion of poetry was animated, especially of Dante’s incomparable genius, but also of the genius of Shakespeare in his poems, especially the playfulness of his young works, which Ash particularly admires.","Discussion of poetry was animated, especially of Dante’s incomparable genius, but also of the genius of Shakespeare in his poems, especially the playfulness of his young works, which Ash particularly admires.",,,,
p00444,chapter,3,Miss LaMotte spoke more forcefully than I would have expected: she is surprisingly handsome when animated.,Miss LaMotte spoke more forcefully than I would have expected: she is surprisingly handsome when animated.,,,,
p00445,chapter,3,"We discussed also the so-called “spiritual” manifestations, about which Lady Byron wrote to me with great feeling.","We discussed also the so-called “spiritual” manifestations, about which Lady Byron wrote to me with great feeling.",,,,
p00446,chapter,3,There was talk of Mrs Stowe’s claim to have conversed with the spirit of Charlotte Brontë.,There was talk of Mrs Stowe’s claim to have conversed with the spirit of Charlotte Brontë.,,,,
p00447,chapter,3,"Miss Glover, in one of her few interventions, said warmly that she believed such things could and did happen.","Miss Glover, in one of her few interventions, said warmly that she believed such things could and did happen.",,,,
p00448,chapter,3,Ash said he would require foolproof experimental conviction and did not imagine it would be forthcoming.,Ash said he would require foolproof experimental conviction and did not imagine it would be forthcoming.,,,,
p00449,chapter,3,Bagehot said that Ash’s presentation of Mesmer’s belief in spiritual influences showed he was less rigorously confined by positive science than he now claimed to be.,Bagehot said that Ash’s presentation of Mesmer’s belief in spiritual influences showed he was less rigorously confined by positive science than he now claimed to be.,,,,
p00450,chapter,3,"Ash replied that the historical imagination required a kind of poetic belief in the mental universe of his characters and that this was so strong with him, that he was in danger of having no beliefs of his own at all.","Ash replied that the historical imagination required a kind of poetic belief in the mental universe of his characters and that this was so strong with him, that he was in danger of having no beliefs of his own at all.",,,,
p00451,chapter,3,"All appealed to Miss LaMotte on the question of the rapping spirits; she declined to express an opinion, answering only with a Monna Lisa smile.","All appealed to Miss LaMotte on the question of the rapping spirits; she declined to express an opinion, answering only with a Monna Lisa smile.",,,,
p00452,chapter,3,"Roland copied out this passage and read on, but could find no further reference to Miss LaMotte, though Ash was a fairly frequent host and guest.","Roland copied out this passage and read on, but could find no further reference to Miss LaMotte, though Ash was a fairly frequent host and guest.",,,,
p00453,chapter,3,"Robinson paid tribute to Mrs Ash’s excellent housekeeping, and lamented that she had never become the Mother she was ideally suited to be.","Robinson paid tribute to Mrs Ash’s excellent housekeeping, and lamented that she had never become the Mother she was ideally suited to be.",,,,
p00454,chapter,3,He did not appear to have noticed any extraordinary knowledge of Ash’s poetry in either Miss LaMotte or Miss Glover.,He did not appear to have noticed any extraordinary knowledge of Ash’s poetry in either Miss LaMotte or Miss Glover.,,,,
p00455,chapter,3,"Perhaps the conversation, “pleasant and unexpected” or alternatively “extraordinary,” had taken place elsewhere or on another occasion.","Perhaps the conversation, “pleasant and unexpected” or alternatively “extraordinary,” had taken place elsewhere or on another occasion.",,,,
p00456,chapter,3,"Crabb Robinson’s records looked odd transcribed in Roland’s own rather cramped script, less confident, less homogeneously part of a life.","Crabb Robinson’s records looked odd transcribed in Roland’s own rather cramped script, less confident, less homogeneously part of a life.",,,,
p00457,chapter,3,"Roland knew that statistically he was almost bound to have corrupted this text in some way, if only by inadequate transcription.","Roland knew that statistically he was almost bound to have corrupted this text in some way, if only by inadequate transcription.",,,,
p00458,chapter,3,"Mortimer Cropper’s graduate students were made to transcribe passages-usually from Randolph Henry Ash-transcribe again their own transcriptions, type them up, and then scan them for errors with a severe editorial eye.","Mortimer Cropper’s graduate students were made to transcribe passages-usually from Randolph Henry Ash-transcribe again their own transcriptions, type them up, and then scan them for errors with a severe editorial eye.",,,,
p00459,chapter,3,"There was never an error-free text, Cropper said.","There was never an error-free text, Cropper said.",,,,
p00460,chapter,3,"He kept up this humbling exercise, even in the days of effortless photocopying.","He kept up this humbling exercise, even in the days of effortless photocopying.",,,,
p00461,chapter,3,"There was no such professional method about Blackadder, who nevertheless noticed and corrected a plethora of errors, accompanying this correction with a steady series of disparaging comments on the declining standard of English education.","There was no such professional method about Blackadder, who nevertheless noticed and corrected a plethora of errors, accompanying this correction with a steady series of disparaging comments on the declining standard of English education.",,,,
p00462,chapter,3,"In his day, he said, students were grounded in spelling and had learned poetry and the Bible by heart.","In his day, he said, students were grounded in spelling and had learned poetry and the Bible by heart.",,,,
p00463,chapter,3,"An odd phrase, “by heart,” he would add, as though poems were stored in the bloodstream. ” ‘Felt along the heart,’ as Wordsworth said,” Blackadder said.","An odd phrase, “by heart,” he would add, as though poems were stored in the bloodstream. ” ‘Felt along the heart,’ as Wordsworth said,” Blackadder said.",,,,
p00464,chapter,3,But in the best English tradition he did not consider it his business to equip his deficient students with tools they had not got.,But in the best English tradition he did not consider it his business to equip his deficient students with tools they had not got.,,,,
p00465,chapter,3,They must muddle through in a fog of grumble and contempt.,They must muddle through in a fog of grumble and contempt.,,,,
p00466,chapter,3,Roland went to the British Museum in search of Blackadder.,Roland went to the British Museum in search of Blackadder.,,,,
p00467,chapter,3,"He had not made up his mind what to say to him, so spent time establishing a position in the Reading Room, under the high dome, which, however high, held, he felt, insufficient oxygen for all the diligent readers, so that they lay somnolent like flames dying in Humphry Davy’s bell-jar as their sustenance was consumed.","He had not made up his mind what to say to him, so spent time establishing a position in the Reading Room, under the high dome, which, however high, held, he felt, insufficient oxygen for all the diligent readers, so that they lay somnolent like flames dying in Humphry Davy’s bell-jar as their sustenance was consumed.",,,,
p00468,chapter,3,"It was afternoon-the morning had gone on Crabb Robinsonwhich meant that all the ample, high, soft-blue leather desks along the spokes of the great wheel that radiated from the Superintendent’s desk, ensphered by the Catalogue, were taken, and he had to be content with one of the minimal flat triangular ends of the latecome segments inserted between these spokes.","It was afternoon-the morning had gone on Crabb Robinsonwhich meant that all the ample, high, soft-blue leather desks along the spokes of the great wheel that radiated from the Superintendent’s desk, ensphered by the Catalogue, were taken, and he had to be content with one of the minimal flat triangular ends of the latecome segments inserted between these spokes.",,,,
p00469,chapter,3,"These inserts were ghost-desks, secondary desks, stammering desks, DD GG OO.","These inserts were ghost-desks, secondary desks, stammering desks, DD GG OO.",,,,
p00470,chapter,3,He found a place at the end of AA (for Ash) near the door.,He found a place at the end of AA (for Ash) near the door.,,,,
p00471,chapter,3,"In his first pleasure at being admitted to this inner circle of learning he had compared it to Dante’s Paradiso, in which the saints and patriarchs and virgins sat in orderly ranks in a circular formation, a huge rose, and also the leaves of a huge volume, once scattered through the universe, now gathered.","In his first pleasure at being admitted to this inner circle of learning he had compared it to Dante’s Paradiso, in which the saints and patriarchs and virgins sat in orderly ranks in a circular formation, a huge rose, and also the leaves of a huge volume, once scattered through the universe, now gathered.",,,,
p00472,chapter,3,The gilt lettering on the soft-blue leather added to the mediaeval imagining.,The gilt lettering on the soft-blue leather added to the mediaeval imagining.,,,,
p00473,chapter,3,"In which case, the Ash factory, hutched in the bowels of the building, was the Inferno.","In which case, the Ash factory, hutched in the bowels of the building, was the Inferno.",,,,
p00474,chapter,3,"There was a way down, on iron rungs, from the Reading Room, and a way out, through a high locked portal, which brought you up into the sunless Egyptian necropolis, amongst blind staring pharaohs, crouching scribes, minor sphinxes and empty mummy-cases.","There was a way down, on iron rungs, from the Reading Room, and a way out, through a high locked portal, which brought you up into the sunless Egyptian necropolis, amongst blind staring pharaohs, crouching scribes, minor sphinxes and empty mummy-cases.",,,,
p00475,chapter,3,"The Ash factory was a hot place of metal cabinets and glass cells containing the clatter of typewriters, gloomily lit by neon tubes.","The Ash factory was a hot place of metal cabinets and glass cells containing the clatter of typewriters, gloomily lit by neon tubes.",,,,
p00476,chapter,3,Micro-readers glowed green in its gloom.,Micro-readers glowed green in its gloom.,,,,
p00477,chapter,3,"It smelled occasionally sulphurous, when the photocopiers short-circuited.","It smelled occasionally sulphurous, when the photocopiers short-circuited.",,,,
p00478,chapter,3,It was even beset by wailings and odd shrieks.,It was even beset by wailings and odd shrieks.,,,,
p00479,chapter,3,The whole of the lower regions of the British Museum reeks of tom-cat.,The whole of the lower regions of the British Museum reeks of tom-cat.,,,,
p00480,chapter,3,"The creatures work their way in through gratings and air bricks, prowl and are harried and occasionally stealthily fed.","The creatures work their way in through gratings and air bricks, prowl and are harried and occasionally stealthily fed.",,,,
p00481,chapter,3,"Blackadder sat amongst the apparent chaos and actual order of his great edition, sifting a drift of small paper slips in a valley between cliffs of furred-edged index cards and bulging mottled files.","Blackadder sat amongst the apparent chaos and actual order of his great edition, sifting a drift of small paper slips in a valley between cliffs of furred-edged index cards and bulging mottled files.",,,,
p00482,chapter,3,"Behind him flitted his clerical assistant, pale Paola, her long colourless hair bound in a rubber band, her huge glasses mothlike, her finger-tips dusty grey pads.","Behind him flitted his clerical assistant, pale Paola, her long colourless hair bound in a rubber band, her huge glasses mothlike, her finger-tips dusty grey pads.",,,,
p00483,chapter,3,"In an inner room, beyond the typewriter cubicle, was a small cavern constructed of filing cabinets, inhabited by Dr Beatrice Nest, almost bricked in by the boxes containing the diary and correspondence of Ellen Ash.","In an inner room, beyond the typewriter cubicle, was a small cavern constructed of filing cabinets, inhabited by Dr Beatrice Nest, almost bricked in by the boxes containing the diary and correspondence of Ellen Ash.",,,,
p00484,chapter,3,Blackadder was fifty-four and had come to editing Ash out of pique.,Blackadder was fifty-four and had come to editing Ash out of pique.,,,,
p00485,chapter,3,He was the son and grandson of Scottish schoolmasters.,He was the son and grandson of Scottish schoolmasters.,,,,
p00486,chapter,3,"His grandfather recited poetry on firelight evenings: Marmion, Childe Harold, Ragnarôk.","His grandfather recited poetry on firelight evenings: Marmion, Childe Harold, Ragnarôk.",,,,
p00487,chapter,3,His father sent him to Downing College in Cambridge to study under F.,His father sent him to Downing College in Cambridge to study under F.,,,,
p00488,chapter,3,R.,R.,,,,
p00489,chapter,3,Leavis.,Leavis.,,,,
p00490,chapter,3,"Leavis did to Blackadder what he did to serious students: he showed him the terrible, the magnificent importance and urgency of English literature and simultaneously deprived him of any confidence in his own capacity to contribute to or change it.","Leavis did to Blackadder what he did to serious students: he showed him the terrible, the magnificent importance and urgency of English literature and simultaneously deprived him of any confidence in his own capacity to contribute to or change it.",,,,
p00491,chapter,3,"The young Blackadder wrote poems, imagined Dr Leavis’s comments on them, and burned them.","The young Blackadder wrote poems, imagined Dr Leavis’s comments on them, and burned them.",,,,
p00492,chapter,3,"He devised an essay style of Spartan brevity, equivocation and impenetrability.","He devised an essay style of Spartan brevity, equivocation and impenetrability.",,,,
p00493,chapter,3,His fate was decided by a seminar on dating.,His fate was decided by a seminar on dating.,,,,
p00494,chapter,3,"The Cambridge room was crowded, the floor full, the chair-arms perched on.","The Cambridge room was crowded, the floor full, the chair-arms perched on.",,,,
p00495,chapter,3,"The lean and agile don, in his open-necked shirt, stood on the window-sill and tugged at the casement to let in fresh air, cold Cambridge light.","The lean and agile don, in his open-necked shirt, stood on the window-sill and tugged at the casement to let in fresh air, cold Cambridge light.",,,,
p00496,chapter,3,"The dating handout contained a troubadour lyric, a piece of dramatic Jacobean verse, some satirical couplets, a blank verse meditation on volcanic mud and a love-sonnet.","The dating handout contained a troubadour lyric, a piece of dramatic Jacobean verse, some satirical couplets, a blank verse meditation on volcanic mud and a love-sonnet.",,,,
p00497,chapter,3,"Blackadder, schooled by his grandfather, saw immediately that all these poems were by Randolph Henry Ash, examples of his ventriloquism, of his unwieldy range.","Blackadder, schooled by his grandfather, saw immediately that all these poems were by Randolph Henry Ash, examples of his ventriloquism, of his unwieldy range.",,,,
p00498,chapter,3,"He himself had two choices: to state his knowledge, or to allow the seminar to proceed, with Leavis enticing unfortunate undergraduates into making wrong identifications, and then proceeding to demonstrate his own analytic brilliance in distinguishing fake from authenticity, Victorian alienation from the voice of true feeling.","He himself had two choices: to state his knowledge, or to allow the seminar to proceed, with Leavis enticing unfortunate undergraduates into making wrong identifications, and then proceeding to demonstrate his own analytic brilliance in distinguishing fake from authenticity, Victorian alienation from the voice of true feeling.",,,,
p00499,chapter,3,"Blackadder chose silence, and Ash was duly exposed and found wanting.","Blackadder chose silence, and Ash was duly exposed and found wanting.",,,,
p00500,chapter,3,"Blackadder felt that he had somehow betrayed Randolph Henry Ash, though he might more justly have been thought to have betrayed himself, his grandfather, or possibly Dr Leavis.","Blackadder felt that he had somehow betrayed Randolph Henry Ash, though he might more justly have been thought to have betrayed himself, his grandfather, or possibly Dr Leavis.",,,,
p00501,chapter,3,He compensated.,He compensated.,,,,
p00502,chapter,3,He wrote his PhD on Conscious Argument and Unconscious Bias: A Source of Tension in the Dramatic Poems of Randolph HenryAsh.,He wrote his PhD on Conscious Argument and Unconscious Bias: A Source of Tension in the Dramatic Poems of Randolph HenryAsh.,,,,
p00503,chapter,3,He became an expert on Ash in Ash’s most unfashionable days.,He became an expert on Ash in Ash’s most unfashionable days.,,,,
p00504,chapter,3,"He had been talked into editing the Complete Poems and Plays as early as 1959, with the blessing of the present Lord Ash, an elderly Methodist peer who was a descendant of a remote cousin of Ash himself and heir to the ownership of the unsold manuscripts.","He had been talked into editing the Complete Poems and Plays as early as 1959, with the blessing of the present Lord Ash, an elderly Methodist peer who was a descendant of a remote cousin of Ash himself and heir to the ownership of the unsold manuscripts.",,,,
p00505,chapter,3,He had in those days of innocence seen the Edition as a finite task that would lead on to other things.,He had in those days of innocence seen the Edition as a finite task that would lead on to other things.,,,,
p00506,chapter,3,"He had research assistants, in fluctuating numbers, whom he despatched like Noah’s doves and ravens into the libraries of the world, clutching numbered slips of paper, like cloakroom tickets or luncheon vouchers, each containing a query, a half-line of possible quotation, a proper name to be located.","He had research assistants, in fluctuating numbers, whom he despatched like Noah’s doves and ravens into the libraries of the world, clutching numbered slips of paper, like cloakroom tickets or luncheon vouchers, each containing a query, a half-line of possible quotation, a proper name to be located.",,,,
p00507,chapter,3,"The hub of a Roman chariot, tracked through Gibbon’s footnotes.","The hub of a Roman chariot, tracked through Gibbon’s footnotes.",,,,
p00508,chapter,3,“The dangerous dreamed melon of the sage” which turned out to come from the dream of Descartes.,“The dangerous dreamed melon of the sage” which turned out to come from the dream of Descartes.,,,,
p00509,chapter,3,Ash had been interested in everything.,Ash had been interested in everything.,,,,
p00510,chapter,3,"Arab astronomy and African transport systems, angels and oak apples, hydraulics and the guillotine, druids, and the grande armée, catharists and printer’s devils, ectoplasm and solar mythology, the last meals of frozen mastodons and the true nature of manna.","Arab astronomy and African transport systems, angels and oak apples, hydraulics and the guillotine, druids, and the grande armée, catharists and printer’s devils, ectoplasm and solar mythology, the last meals of frozen mastodons and the true nature of manna.",,,,
p00511,chapter,3,The footnotes engulfed and swallowed the text.,The footnotes engulfed and swallowed the text.,,,,
p00512,chapter,3,"They were ugly and ungainly, but necessary, Blackadder thought, as they sprang up like the heads of the Hydra, two to solve in the place of one solved.","They were ugly and ungainly, but necessary, Blackadder thought, as they sprang up like the heads of the Hydra, two to solve in the place of one solved.",,,,
p00513,chapter,3,"He thought often, in his dim place, of how a man becomes his job.","He thought often, in his dim place, of how a man becomes his job.",,,,
p00514,chapter,3,"What would he be now if he had become, say, a civil servant allotting housing finance, or a policeman, poring over bits of hair and skin and thumbball prints?","What would he be now if he had become, say, a civil servant allotting housing finance, or a policeman, poring over bits of hair and skin and thumbball prints?",,,,
p00515,chapter,3,"(This was a very Ash-like speculation.) What would knowledge be, collected for its own sake, for his own sake, that was, for James Blackadder, with no reference to the pickings, digestion and leavings of Randolph Henry Ash?","(This was a very Ash-like speculation.) What would knowledge be, collected for its own sake, for his own sake, that was, for James Blackadder, with no reference to the pickings, digestion and leavings of Randolph Henry Ash?",,,,
p00516,chapter,3,"There were times when Blackadder allowed himself to see clearly that he would end his working life, that was to say his conscious thinking life, in this task, that all his thoughts would have been another man’s thoughts, all his work another man’s work.","There were times when Blackadder allowed himself to see clearly that he would end his working life, that was to say his conscious thinking life, in this task, that all his thoughts would have been another man’s thoughts, all his work another man’s work.",,,,
p00517,chapter,3,And then he thought it did not perhaps matter so greatly.,And then he thought it did not perhaps matter so greatly.,,,,
p00518,chapter,3,"He did after all find Ash fascinating, even after all these years.","He did after all find Ash fascinating, even after all these years.",,,,
p00519,chapter,3,"It was a pleasant subordination, if he was a subordinate.","It was a pleasant subordination, if he was a subordinate.",,,,
p00520,chapter,3,"He believed Mortimer Cropper thought himself the lord and owner of Ash, but he, Blackadder, knew his place better.","He believed Mortimer Cropper thought himself the lord and owner of Ash, but he, Blackadder, knew his place better.",,,,
p00521,chapter,3,He had once seen a naturalist on the television who seemed to him to be an analogue of himself.,He had once seen a naturalist on the television who seemed to him to be an analogue of himself.,,,,
p00522,chapter,3,"This man went out with a pouch and gathered up owl-pellets, which he labelled, and later, took apart with forceps, bathed in glass beakers of various cleansing fluids, ordering and rearranging the orts and fragments of the owl’s compressed package of bone, tooth and fur, in order to reconstitute the dead shrew or slow-worm that had run, died, and made its way through owl-gut.","This man went out with a pouch and gathered up owl-pellets, which he labelled, and later, took apart with forceps, bathed in glass beakers of various cleansing fluids, ordering and rearranging the orts and fragments of the owl’s compressed package of bone, tooth and fur, in order to reconstitute the dead shrew or slow-worm that had run, died, and made its way through owl-gut.",,,,
p00523,chapter,3,He was pleased with this image and momentarily considered making a poem out of it.,He was pleased with this image and momentarily considered making a poem out of it.,,,,
p00524,chapter,3,Then he discovered Ash had been beforehand with him.,Then he discovered Ash had been beforehand with him.,,,,
p00525,chapter,3,He had described an archaeologist:,He had described an archaeologist:,,,,
p00526,chapter,3,"Finding out ancient battles from the shards Of shattered blades or mashed and splintered bones, Or broken brain-pans, as the curate reads The death of vole or slow-worm in the dried Packets the tidy owl ejects, cast out By white death floating by on softest sails The bloody hook curved in the downy ruff…","Finding out ancient battles from the shards Of shattered blades or mashed and splintered bones, Or broken brain-pans, as the curate reads The death of vole or slow-worm in the dried Packets the tidy owl ejects, cast out By white death floating by on softest sails The bloody hook curved in the downy ruff…",,,,
p00527,chapter,3,"Then Blackadder could not think whether he had noticed the screen naturalist because his mind was primed with Ash’s image, or whether it had worked independently.","Then Blackadder could not think whether he had noticed the screen naturalist because his mind was primed with Ash’s image, or whether it had worked independently.",,,,
p00528,chapter,3,Roland emerged from tunnels of shelving into Blackadder’s icily lit domain.,Roland emerged from tunnels of shelving into Blackadder’s icily lit domain.,,,,
p00529,chapter,3,Paola smiled at him and Blackadder frowned.,Paola smiled at him and Blackadder frowned.,,,,
p00530,chapter,3,"Blackadder was a grey man, with a grey skin and iron-grey hair, which he wore rather long, because he was proud that it was still so thick.","Blackadder was a grey man, with a grey skin and iron-grey hair, which he wore rather long, because he was proud that it was still so thick.",,,,
p00531,chapter,3,"His clothes, tweed jacket, cord trousers, were respectable, well-worn and dusty, like everything else down there.","His clothes, tweed jacket, cord trousers, were respectable, well-worn and dusty, like everything else down there.",,,,
p00532,chapter,3,"He had a good ironic smile when he smiled, which was very infrequently.","He had a good ironic smile when he smiled, which was very infrequently.",,,,
p00533,chapter,3,"Roland said, “I think I’ve made a discovery.” “It will probably turn out to have been discovered twenty times already.","Roland said, “I think I’ve made a discovery.” “It will probably turn out to have been discovered twenty times already.",,,,
p00534,chapter,3,"What is it?” “I went to read his Vico and it’s still crammed with his manuscript notes, bursting with them, between every page.","What is it?” “I went to read his Vico and it’s still crammed with his manuscript notes, bursting with them, between every page.",,,,
p00535,chapter,3,In the London Library.” “Cropper will have been through it with a toothcomb.” “I don’t think so.,In the London Library.” “Cropper will have been through it with a toothcomb.” “I don’t think so.,,,,
p00536,chapter,3,I truly don’t think so.,I truly don’t think so.,,,,
p00537,chapter,3,"All the dust is set in black rims, it reaches the edges of the paper.","All the dust is set in black rims, it reaches the edges of the paper.",,,,
p00538,chapter,3,"No one’s touched it for a long, long time.","No one’s touched it for a long, long time.",,,,
p00539,chapter,3,I guess not ever.,I guess not ever.,,,,
p00540,chapter,3,"I read some.” “Useful?” “Oh, very.","I read some.” “Useful?” “Oh, very.",,,,
p00541,chapter,3,"Enormously.” Blackadder, reluctant to show excitement, began to clip together bits of paper.","Enormously.” Blackadder, reluctant to show excitement, began to clip together bits of paper.",,,,
p00542,chapter,3,"“I’d better have a look,” he said.","“I’d better have a look,” he said.",,,,
p00543,chapter,3,“I’d better see for myself.,“I’d better see for myself.,,,,
p00544,chapter,3,I’ll get over there.,I’ll get over there.,,,,
p00545,chapter,3,You didn’t disturb anything?” “Oh no.,You didn’t disturb anything?” “Oh no.,,,,
p00546,chapter,3,Oh no.,Oh no.,,,,
p00547,chapter,3,"That is, a lot of the papers simply flew out when the book was opened, but we put them back in place, I think.” “I don’t understand it.","That is, a lot of the papers simply flew out when the book was opened, but we put them back in place, I think.” “I don’t understand it.",,,,
p00548,chapter,3,I thought Cropper was ubiquitous.,I thought Cropper was ubiquitous.,,,,
p00549,chapter,3,"You’d better keep this absolutely hush-hush, you understand, or it’ll all be winging its way across the Atlantic, whilst the London Library replaces its carpets and installs a coffee machine and Cropper sends us another of his nice helpful smiley-regretful faxes, offering access to the Stant Collection and every possible assistance with microfilm.","You’d better keep this absolutely hush-hush, you understand, or it’ll all be winging its way across the Atlantic, whilst the London Library replaces its carpets and installs a coffee machine and Cropper sends us another of his nice helpful smiley-regretful faxes, offering access to the Stant Collection and every possible assistance with microfilm.",,,,
p00550,chapter,3,You haven’t said anything to anyone?” “Only the Librarian.” “I’ll get over there.,You haven’t said anything to anyone?” “Only the Librarian.” “I’ll get over there.,,,,
p00551,chapter,3,Patriotism will have to do instead of funding.,Patriotism will have to do instead of funding.,,,,
p00552,chapter,3,"Stop the drain.” “They wouldn’t-” “I wouldn’t trust anyone, faced with Cropper’s cheque-book, not further than I could see.” Blackadder was struggling into his overcoat, a shabby British Warm.","Stop the drain.” “They wouldn’t-” “I wouldn’t trust anyone, faced with Cropper’s cheque-book, not further than I could see.” Blackadder was struggling into his overcoat, a shabby British Warm.",,,,
p00553,chapter,3,"Roland had given up all thought, in any case not very realistic, of discussing the purloined letters with Blackadder.","Roland had given up all thought, in any case not very realistic, of discussing the purloined letters with Blackadder.",,,,
p00554,chapter,3,"He did, however, ask, “Can you tell me anything about a writer called LaMotte?” “Isidore LaMotte.","He did, however, ask, “Can you tell me anything about a writer called LaMotte?” “Isidore LaMotte.",,,,
p00555,chapter,3,"Mythologies, 1832.","Mythologies, 1832.",,,,
p00556,chapter,3,Mythologiesindigènes de la Bretagne et de la Grande Bretagne.,Mythologiesindigènes de la Bretagne et de la Grande Bretagne.,,,,
p00557,chapter,3,Also Mythologiesfrançaises.,Also Mythologiesfrançaises.,,,,
p00558,chapter,3,A great scholarly compendium of folklore and legends.,A great scholarly compendium of folklore and legends.,,,,
p00559,chapter,3,Suffused by a kind of fashionable search for the Key to All Mythologies but also with Breton national identity and culture.,Suffused by a kind of fashionable search for the Key to All Mythologies but also with Breton national identity and culture.,,,,
p00560,chapter,3,"Ash would almost certainly have read them, but I’ve no recollection of any precise use he made of them…” “There was a Miss LaMotte…” “Oh, the daughter.","Ash would almost certainly have read them, but I’ve no recollection of any precise use he made of them…” “There was a Miss LaMotte…” “Oh, the daughter.",,,,
p00561,chapter,3,"She wrote religious poems, didn’t she?","She wrote religious poems, didn’t she?",,,,
p00562,chapter,3,A gloomy little booklet called Last Things.,A gloomy little booklet called Last Things.,,,,
p00563,chapter,3,And children’s stories.,And children’s stories.,,,,
p00564,chapter,3,Tales Told in November.,Tales Told in November.,,,,
p00565,chapter,3,Things that go bump in the night.,Things that go bump in the night.,,,,
p00566,chapter,3,"And an epic which they say is unreadable.” “I think the feminists are interested in her,” said Paola.","And an epic which they say is unreadable.” “I think the feminists are interested in her,” said Paola.",,,,
p00567,chapter,3,"“They would be,” said Blackadder.","“They would be,” said Blackadder.",,,,
p00568,chapter,3,“They haven’t any time for Randolph Ash.,“They haven’t any time for Randolph Ash.,,,,
p00569,chapter,3,All they want is to read Ellen’s endless journal once our friend in there has actually managed to bring it to the light of day.,All they want is to read Ellen’s endless journal once our friend in there has actually managed to bring it to the light of day.,,,,
p00570,chapter,3,They think Randolph Ash suppressed Ellen’s writing and fed off her imagination.,They think Randolph Ash suppressed Ellen’s writing and fed off her imagination.,,,,
p00571,chapter,3,"They’d have a hard time proving that, I think, if they were interested in proof, which I’m not sure they are.","They’d have a hard time proving that, I think, if they were interested in proof, which I’m not sure they are.",,,,
p00572,chapter,3,They know what there is to find before they’ve seen it.,They know what there is to find before they’ve seen it.,,,,
p00573,chapter,3,"All they’ve got to go on is that she spent a lot of time lying on the sofa, and that’s hardly unusual for a lady in her time and circumstances.","All they’ve got to go on is that she spent a lot of time lying on the sofa, and that’s hardly unusual for a lady in her time and circumstances.",,,,
p00574,chapter,3,Their real problem-and Beatrice’s-is that Ellen Ash is dull.,Their real problem-and Beatrice’s-is that Ellen Ash is dull.,,,,
